annee,departement,sejours,nuitees,conso_touristique,duree_sejour,repeaters,hebergement_marchand,voyagent_individuel,motif_personnel,depense_jour_personne,budget_sejour,satisfaction_globale,nps,intention_revenir,transport_avion,transport_train,transport_route,satisfaction_proprete,satisfaction_securite,satisfaction_restauration,satisfaction_transport,satisfaction_culture,sejours_total_idf,nuitees_total_idf,is_covid,repeaters_pct,satisfaction_globale_pct,hebergement_marchand_pct,voyagent_individuel_pct,motif_personnel_pct,transport_avion_pct,transport_train_pct,transport_route_pct,satisfaction_proprete_pct,satisfaction_securite_pct,satisfaction_restauration_pct,satisfaction_transport_pct,satisfaction_culture_pct,intention_revenir_pct,part_sejours_idf,zone,evol_sejours_pct,depense_totale_estimee,zone_detail,code_dept,sejours_millions,nuitees_millions,conso_milliards
2020,Val-d'Oise,1066936.1400226203,3879097.10071685,266538189.8108278,3.635735031559254,0.948447,0.5051190999999999,0.8684061,0.7880566,68.7113993,249.816441502466,0.9446744,9.84463,0.7958882,0.1176982,0.1464817,0.7358201,0.6252458,0.6895009000000001,0.8645959999999999,0.9118229,0.9322612,17411689.632677298,66128161.16805763,True,94.8447,94.46744,50.51190999999999,86.84061,78.80566,11.76982,14.64817,73.58201,62.52457999999999,68.95009,86.4596,91.18229,93.22612,79.58882,6.12770019757447,Grande couronne,-52.24238152948579,266538189.8108278,Val-d'Oise (95),95,1.0669361400226203,3.8790971007168498,0.2665381898108278
2021,Val-d'Oise,1290034.1305373788,4479139.926925421,365190709.8392506,3.472109629424752,0.9130505,0.583224,0.903324,0.8066165,81.5314359,283.08608368921693,0.961119,9.951549999999996,0.8136054,0.2696671,0.1798499,0.550483,0.661451,0.7135912,0.8508567,0.8405967,0.9249557,22608370.153213795,82549300.81827837,True,91.30505,96.1119,58.3224,90.3324,80.66165,26.96671,17.98499,55.0483,66.1451,71.35912,85.08567000000001,84.05967,92.49557,81.36054,5.7060023424731465,Grande couronne,20.910154051959328,365190709.8392506,Val-d'Oise (95),95,1.2900341305373788,4.479139926925421,0.3651907098392506
2022,Val-d'Oise,2149576.7572688805,7160071.886176972,587977270.1742095,3.3309217091061765,0.8949806,0.5998496,0.8807506,0.8155352,82.118906,273.53164672344946,0.952664,26.53573,0.7857958,0.3110595,0.2360074,0.4529331,0.5732352000000001,0.7133737,0.8826948,0.8517073,0.9274221,44085351.650253415,171921744.81550583,False,89.49806,95.2664,59.98496,88.07506000000001,81.55352,31.10595,23.60074,45.29331,57.32352,71.33736999999999,88.26948,85.17072999999999,92.74221,78.57958,4.875943316324945,Grande couronne,66.629448507184,587977270.1742095,Val-d'Oise (95),95,2.1495767572688806,7.160071886176972,0.5879772701742094
2023,Val-d'Oise,2102547.7846047394,8010211.611645713,635884105.2486295,3.809764358412222,0.8886416,0.5981265,0.8883674,0.8301155,79.3841831,302.43503139604985,0.9436387,10.56152,0.7199485999999999,0.3559899,0.1784966,0.4655135,0.5290155999999999,0.6552977,0.893566,0.7538063,0.9158582,47580278.49712865,175134811.62252828,False,88.86416,94.36387,59.81265,88.83674,83.01155,35.59899,17.84966,46.55135,52.90155999999999,65.52977,89.3566,75.38063000000001,91.58582,71.99485999999999,4.418948041112502,Grande couronne,-2.1878247662062145,635884105.2486295,Val-d'Oise (95),95,2.1025477846047393,8.010211611645714,0.6358841052486295
2024,Val-d'Oise,2139666.831980498,7200501.538402748,663399725.5532882,3.365244266434644,0.8928878,0.6027713,0.8652459,0.821589,92.132433,310.048141905924,0.9507213,18.572740000000003,0.7836891,0.2860462,0.1656196,0.5483342,0.6146709,0.722596,0.9034506,0.8166929,0.9237314,48660960.24694117,180395847.01733667,False,89.28878,95.07213,60.27713,86.52459,82.1589,28.60462,16.56196,54.83342,61.46709,72.2596,90.34506,81.66929,92.37314,78.36891,4.397091263966575,Grande couronne,1.765431808377982,663399725.5532882,Val-d'Oise (95),95,2.139666831980498,7.200501538402748,0.6633997255532882
2025,Val-d'Oise,2164136.414089709,6645103.178849519,546447616.9569877,3.0705565211075747,0.8768992,0.5689247000000001,0.889428,0.8274863,82.2331275,252.5014658961956,0.9683434,11.45028,0.7806698999999999,0.2344162,0.2636289,0.5019549,0.6195023,0.6974779,0.9511365,0.8238604,0.9344317,49033379.80237833,175116048.7889526,False,87.68992,96.83434,56.89247,88.9428,82.74863,23.44162,26.36289,50.19549,61.95023,69.74779,95.11365,82.38604000000001,93.44317,78.06698999999999,4.413598293268659,Grande couronne,1.1436164613797262,546447616.9569877,Val-d'Oise (95),95,2.1641364140897092,6.645103178849519,0.5464476169569877
2014,Val-de-Marne,2518110.94705162,9517349.705360824,767870307.0794302,3.779559322636042,0.8895026,0.5333713000000001,0.9320263,0.6259515,80.6811067,304.93902898857823,0.9153052,17.27049,0.6615591000000001,0.1740692,0.2555624,0.5703685,0.5394664,0.6872780000000001,0.8286792000000001,0.8066032000000001,0.9422613,45805326.20117184,170763889.39044192,False,88.95026,91.53052,53.33713000000001,93.20263,62.59515,17.40692,25.556240000000003,57.03685,53.94664,68.7278,82.86792000000001,80.66032000000001,94.22613,66.15591,5.497419527136124,Petite couronne,,767870307.0794302,Val-de-Marne (94),94,2.5181109470516203,9.517349705360823,0.7678703070794303
2015,Val-de-Marne,2619009.761515535,8653583.030619834,783797809.6473997,3.304143099341596,0.9050172,0.5102174,0.9442549,0.6138396,90.5749453,299.2725804862376,0.9126423,17.53784,0.7275473,0.1732296,0.2406518,0.5861186,0.5301967,0.7150961,0.8358388,0.8268697,0.9384592,47024971.27799479,173545351.86551732,False,90.50172,91.26423,51.02174,94.42549,61.38396,17.322960000000002,24.06518,58.61186000000001,53.01967,71.50961,83.58388,82.68697,93.84592,72.75473,5.569402150259459,Petite couronne,4.006924896699027,783797809.6473997,Val-de-Marne (94),94,2.6190097615155348,8.653583030619833,0.7837978096473996
2016,Val-de-Marne,2446581.958984755,8738433.432218246,668682510.5829358,3.571690455791797,0.9113752,0.512713,0.8910952999999999,0.6213111,76.5220123,273.31294098989247,0.913927,13.117300000000004,0.7736531999999999,0.1962873,0.2322193,0.5714934,0.5498678,0.7148796,0.8772305,0.7756495,0.9325708,45053118.14012324,168323588.77563253,False,91.13752,91.3927,51.2713,89.10952999999999,62.13111,19.62873,23.22193,57.14934,54.98678,71.48796,87.72305,77.56495,93.25708,77.36532,5.430438691003469,Petite couronne,-6.583702171121408,668682510.5829358,Val-de-Marne (94),94,2.446581958984755,8.738433432218246,0.6686825105829358
2017,Val-de-Marne,2453470.9048740887,8765222.866516078,745187144.605926,3.5725807259841567,0.8761792,0.5025421,0.8844529000000001,0.5727882,85.0163374,303.727728389006,0.9168748,19.0517,0.7433311,0.1839997,0.2529473,0.563053,0.5410225,0.7066939,0.8697579,0.778354,0.9649491,48126217.61867475,179606704.53159204,False,87.61792,91.68748,50.25421,88.44529000000001,57.27882,18.39997,25.29473,56.3053,54.10225,70.66938999999999,86.97579,77.83539999999999,96.49491,74.33311,5.097992375619503,Petite couronne,0.2815742944574095,745187144.605926,Val-de-Marne (94),94,2.453470904874089,8.765222866516078,0.745187144605926
2018,Val-de-Marne,2645682.059472951,10370523.673463613,655909428.477879,3.919792114223103,0.9298309,0.4634614999999999,0.8252983,0.6094658,63.2474742,247.91695061368915,0.8983429,17.69499,0.8013197,0.2033246,0.2940735,0.5026019,0.5545594,0.6970301,0.8891852,0.7787978,0.9138323,50072565.40452994,191943420.85517684,False,92.98309,89.83429000000001,46.34615,82.52983,60.94658,20.33246,29.40735,50.26019,55.455940000000005,69.70300999999999,88.91852,77.87978,91.38323,80.13197,5.283695848412838,Petite couronne,7.834254492972126,655909428.477879,Val-de-Marne (94),94,2.6456820594729513,10.370523673463612,0.655909428477879
2019,Val-de-Marne,2730275.808694286,9980606.69402403,681320026.7994063,3.655530573959525,0.9064459,0.4924667,0.8587253,0.6873284,68.2643899,249.54256439214384,0.9150605,18.30823,0.7449837,0.2198363,0.3088205,0.4713432,0.5595217,0.7168729,0.8553397,0.8162008000000001,0.9524764,50584879.11865042,196361211.53661975,False,90.64459,91.50605,49.24667,85.87253,68.73284,21.98363,30.88205,47.13432,55.95217,71.68729,85.53397000000001,81.62008,95.24764,74.49837000000001,5.397414911855834,Petite couronne,3.19742687593334,681320026.7994063,Val-de-Marne (94),94,2.730275808694286,9.980606694024031,0.6813200267994063
2020,Val-de-Marne,1085924.0085514332,5394039.440447393,371704099.8507865,4.967234721739659,0.920937,0.5234954,0.8595579,0.7222536,68.9101561,342.29292006042,0.9443645,20.01574,0.8191417,0.1095414,0.2612082,0.6292504,0.5683081,0.7061507,0.8988691999999999,0.8470589,0.9127762,17411689.632677298,66128161.16805763,True,92.0937,94.43645,52.349540000000005,85.95579,72.22536000000001,10.95414,26.12082,62.92504,56.83081,70.61507,89.88691999999999,84.70589,91.27762,81.91417,6.23675261540058,Petite couronne,-60.22658205103607,371704099.8507865,Val-de-Marne (94),94,1.0859240085514332,5.394039440447393,0.3717040998507865
2021,Val-de-Marne,1574955.702371483,6709142.283482181,492032923.1513432,4.259892689921322,0.9216618,0.5357793,0.8780676000000001,0.70363,73.337679,312.4106426678964,0.9343596,20.6908,0.7887261,0.2151543,0.309157,0.4756887,0.4875941,0.6589157,0.8370727,0.8460662000000001,0.9304612,22608370.153213795,82549300.81827837,True,92.16618,93.43596,53.57793,87.80676000000001,70.363,21.51543,30.9157,47.56887,48.75941,65.89157,83.70727,84.60662,93.04612,78.87261,6.966250515619773,Petite couronne,45.03369388364411,492032923.1513432,Val-de-Marne (94),94,1.574955702371483,6.709142283482181,0.4920329231513432
2022,Val-de-Marne,2509716.384036832,9423119.95927228,705050204.1400105,3.754655314524173,0.8730069,0.4978668,0.8823546,0.8164886,74.8213126,280.9282389932645,0.9370042,21.08217,0.7477033,0.3579641,0.2669917,0.3750442,0.4924395,0.6179489,0.8844924999999999,0.8209746,0.9543288,44085351.650253415,171921744.81550583,False,87.30069,93.70042,49.78668,88.23546,81.64886,35.79641,26.69917,37.50442,49.243950000000005,61.79489,88.44924999999999,82.09746,95.43288,74.77033,5.692857808977928,Petite couronne,59.351553841027815,705050204.1400105,Val-de-Marne (94),94,2.509716384036832,9.423119959272281,0.7050502041400105
2023,Val-de-Marne,2623684.2068949165,9946590.951993603,785800046.2467829,3.791077800390169,0.847549,0.5403119999999999,0.8070379999999999,0.7232581,79.0019465,299.5025255637618,0.9494077,15.295579999999998,0.7890342,0.3545255,0.2801271,0.3653475,0.4897713,0.6749153,0.8513242999999999,0.7822714,0.9118017,47580278.49712865,175134811.62252828,False,84.7549,94.94077,54.03119999999999,80.70379999999999,72.32581,35.45255,28.01271,36.53475,48.97713,67.49153,85.13243,78.22713999999999,91.18017,78.90342,5.5142262503849135,Petite couronne,4.541063826294578,785800046.2467829,Val-de-Marne (94),94,2.6236842068949167,9.946590951993603,0.7858000462467829
